"","zpid","latlon","street","zipcode","city","state","bedrooms","bathrooms","finishedSqFt","yearBuilt","price","rent","tax.year","tax","hoa","lat","lon"
"647",15092799,"[""37.780503"",""-122.507728""]","2 Alta Mar Way",94121,"San Francisco","CA","2","1","1495","1941","1,187,700","3995",NA,"420717","500""zpid""",37.780503,-122.507728
"648",2114136826,"[""37.801589"",""-122.404212""]","90 Alta St APT 4",94133,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,215,500","3069",NA,"UNKNOWN","500""zpid""",37.801589,-122.404212
"649",2100325374,"[""37.80171"",""-122.4039""]","50 Alta St APT 3",94133,"San Francisco","CA","1","1","UNKNOWN","1955","1,215,500","3095",NA,"UNKNOWN","500",37.80171,-122.4039
"650",2104835113,"[""37.801719"",""-122.403831""]","40 Alta St APT 3",94133,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,215,500","3095",NA,"UNKNOWN","500",37.801719,-122.403831
"651",2110560018,"[""37.80158"",""-122.405086""]","110 Alta St # 3",94133,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,215,500","4800",NA,"UNKNOWN","500""zpid""",37.80158,-122.405086
"652",125162199,"[""37.801532"",""-122.403251""]","9 Alta St # V",94133,"SAN FRANCISCO","CA","UNKNOWN","UNKNOWN","UNKNOWN","1900","1,215,500","UNKNOWN",NA,"722349","500""zpid""",37.801532,-122.403251
"653",15092815,"[""37.780494"",""-122.508118""]","9 Alta Mar Way",94121,"San Francisco","CA","3","2","1204","1946","1,187,700","4270",NA,"217349","500""zpid""",37.780494,-122.508118
"654",2126474904,"[""37.801651"",""-122.404228""]","80 Alta St APT 8",94133,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,215,500","3069",NA,"UNKNOWN","500""zpid""",37.801651,-122.404228
"655",2103100325,"[""37.801718"",""-122.403839""]","40 Alta St APT 5",94133,"San Francisco","CA","2","2","1200","1955","1,215,500","4995",NA,"UNKNOWN","500""zpid""",37.801718,-122.403839
"656",2099378944,"[""37.779689"",""-122.457519""]","960 Anza St APT 5",94118,"San Francisco","CA","2","1","1020","1936","1,419,600","UNKNOWN",NA,"UNKNOWN","500",37.779689,-122.457519
"657",2110979273,"[""37.78026"",""-122.454629""]","740 Anza St APT 5",94118,"San Francisco","CA","2","1","1000","UNKNOWN","1,419,600","4300",NA,"UNKNOWN","500",37.78026,-122.454629
"658",2122943534,"[""37.779232"",""-122.466484""]","1700 Anza St # 5",94118,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,679,000","5300",NA,"UNKNOWN","500""zpid""",37.779232,-122.466484
"659",15083857,"[""37.780935"",""-122.450355""]","324 Anza St # 1",94118,"San Francisco","CA","3","2","1257","1997","1,419,600","4880",NA,"829932","500",37.780935,-122.450355
"660",53153340,"[""37.778815"",""-122.464835""]","1539 Anza St # 1",94118,"San Francisco","CA","2","2","1400","1998","1,679,000","4750",NA,"835056","500",37.778815,-122.464835
"661",63197000,"[""37.779057"",""-122.461644""]","1245 Anza St # 1",94118,"San Francisco","CA","1","1","902","1938","1,679,000","3950",NA,"696727","500",37.779057,-122.461644
"662",2101049446,"[""37.77784"",""-122.4886""]","3745 Anza St APT 1",94121,"San Francisco","CA","1","1","950","1904","1,480,400","3543",NA,"UNKNOWN","500",37.77784,-122.4886
"663",2109299673,"[""37.77917"",""-122.46791""]","1828 Anza St # 1",94118,"San Francisco","CA","1","1","750","2003","1,679,000","3595",NA,"UNKNOWN","500",37.77917,-122.46791
"664",2111863517,"[""37.77774"",""-122.488349""]","3735 Anza St APT 1",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","4000",NA,"UNKNOWN","500",37.77774,-122.488349
"665",2116717813,"[""37.779216"",""-122.466842""]","1726 Anza St APT 1",94118,"San Francisco","CA","2","1","1000","UNKNOWN","1,679,000","4250",NA,"UNKNOWN","500""zpid""",37.779216,-122.466842
"666",15095322,"[""37.778189"",""-122.478605""]","2821 Anza St # 3",94121,"San Francisco","CA","7","5","3500","1982","1,480,400","5950",NA,"663578","500",37.778189,-122.478605
"667",53153342,"[""37.778816"",""-122.464836""]","1539 Anza St # 3",94118,"San Francisco","CA","2","2","1040","1998","1,679,000","4190",NA,"665200","500",37.778816,-122.464836
"668",59779346,"[""37.780935"",""-122.450359""]","324 Anza St # 3",94118,"San Francisco","CA","2","1","644","1997","1,419,600","3790",NA,"563534","500",37.780935,-122.450359
"669",2113039890,"[""37.779216"",""-122.466842""]","1726 Anza St APT 3",94118,"San Francisco","CA","2","1","1000","UNKNOWN","1,679,000","4250",NA,"UNKNOWN","500",37.779216,-122.466842
"670",2113148096,"[""37.77774"",""-122.4884""]","3735 Anza St APT 3",94121,"San Francisco","CA","3","2","700","1927","1,480,400","4500",NA,"UNKNOWN","500",37.77774,-122.4884
"671",2119285613,"[""37.779113"",""-122.469154""]","1940 Anza St APT 3",94118,"San Francisco","CA","1","1.5","UNKNOWN","1927","1,679,000","5500",NA,"UNKNOWN","500",37.779113,-122.469154
"672",2120640969,"[""37.777858"",""-122.494535""]","4300 Anza St APT 3",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,187,700","3850",NA,"UNKNOWN","500""zpid""",37.777858,-122.494535
"673",15084017,"[""37.781715"",""-122.4419""]","22 Terra Vista Ave APT A7",94115,"San Francisco","CA","UNKNOWN","1","732","1955","UNKNOWN","3750",NA,"62618","500",37.781715,-122.4419
"674",15084025,"[""37.781715"",""-122.4419""]","22 Terra Vista Ave APT B7",94115,"San Francisco","CA","UNKNOWN","UNKNOWN","805","1955","UNKNOWN","3750",NA,"68893","500",37.781715,-122.4419
"675",15084038,"[""37.781715"",""-122.4419""]","22 Terra Vista Ave APT D7",94115,"San Francisco","CA","UNKNOWN","1","774","1955","UNKNOWN","3800",NA,"66194","500",37.781715,-122.4419
"676",15084057,"[""37.781715"",""-122.4419""]","22 Terra Vista Ave APT G7",94115,"San Francisco","CA","UNKNOWN","UNKNOWN","757","1955","UNKNOWN","3750",NA,"64746","500",37.781715,-122.4419
"677",2101104045,"[""37.7799"",""-122.446""]","90 Nido Ave APT 7",94115,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","3195",NA,"UNKNOWN","500",37.7799,-122.446
"678",2108511074,"[""37.781661"",""-122.443351""]","80 Terra Vista Ave APT 7",94115,"San Francisco","CA","2","1","UNKNOWN","1940","UNKNOWN","3600",NA,"UNKNOWN","500",37.781661,-122.443351
"679",2126765768,"[""37.777744"",""-122.488357""]","3735 Anza St APT 7",94121,"San Francisco","CA","5","UNKNOWN","UNKNOWN","UNKNOWN","1,480,400","5000",NA,"UNKNOWN","500""zpid""",37.777744,-122.488357
"680",2102874699,"[""37.72096"",""-122.4831""]","310 Arballo Dr APT 9D",94132,"San Francisco","CA","2","2","UNKNOWN","UNKNOWN","UNKNOWN","3495",NA,"UNKNOWN","500""zpid""",37.72096,-122.4831
"681",2115570805,"[""37.72081"",""-122.483966""]","310 Arballo Dr APT 1B",94132,"San Francisco","CA","2","2","1090","UNKNOWN","UNKNOWN","3785",NA,"UNKNOWN","500""zpid""",37.72081,-122.483966
"682",15173292,"[""37.715744"",""-122.402179""]","1 Alpha St",94134,"San Francisco","CA","6","3","2614","1976","690,400","4600",NA,"900000","500""zpid""",37.715744,-122.402179
"683",2115570805,"[""37.72081"",""-122.483966""]","310 Arballo Dr APT 1B",94132,"San Francisco","CA","2","2","1090","UNKNOWN","UNKNOWN","3785",NA,"UNKNOWN","500""zpid""",37.72081,-122.483966
"684",53153341,"[""37.778816"",""-122.464836""]","1539 Anza St # 2",94118,"San Francisco","CA","2","2","1280","1998","1,679,000","4300",NA,"892592","500",37.778816,-122.464836
"685",59779345,"[""37.780935"",""-122.450359""]","324 Anza St # 2",94118,"San Francisco","CA","3","2","1257","1997","1,419,600","4900",NA,"829932","500",37.780935,-122.450359
"686",63197001,"[""37.779057"",""-122.461644""]","1247 Anza St # 2",94118,"San Francisco","CA","UNKNOWN","1","989","1938","1,679,000","4250",NA,"675030","500",37.779057,-122.461644
"687",2112121966,"[""37.77808"",""-122.481""]","3039 Anza St APT 2",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","5300",NA,"UNKNOWN","500",37.77808,-122.481
"688",2128781704,"[""37.778193"",""-122.488555""]","3734 Anza St APT 2",94121,"San Francisco","CA","3","2","2100","UNKNOWN","1,480,400","5450",NA,"UNKNOWN","500""zpid""",37.778193,-122.488555
"689",2138051762,"[""37.752998"",""-122.441833""]","965 Alvarado St APT 5",94114,"San Francisco","CA","1","1","530","1972","1,751,900","3500",NA,"UNKNOWN","500""zpid""",37.752998,-122.441833
"690",2102631079,"[""37.80172"",""-122.4038""]","40 Alta St APT 1",94133,"San Francisco","CA","1","1","UNKNOWN","1955","1,215,500","3095",NA,"UNKNOWN","500",37.80172,-122.4038
"691",2124514172,"[""37.801589"",""-122.404212""]","90 Alta St APT 1",94133,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,215,500","3069",NA,"UNKNOWN","500""zpid""",37.801589,-122.404212
"692",2098869219,"[""37.753682"",""-122.436216""]","690 Alvarado St APT 1",94114,"San Francisco","CA","2","1","1000","1964","1,751,900","UNKNOWN",NA,"UNKNOWN","500",37.753682,-122.436216
"693",121336584,"[""37.754188"",""-122.422035""]","33 Alvarado St # 1",94110,"San Francisco","CA","2","1","708","1978","1,167,700","3900",NA,"194790","500",37.754188,-122.422035
"694",69817807,"[""37.753776"",""-122.434646""]","600 Alvarado St APT 1",94114,"San Francisco","CA","2","1","1000","1925","1,751,900","4300",NA,"218917","500""zpid""",37.753776,-122.434646
"695",2137974195,"[""37.752999"",""-122.44183""]","965 Alvarado St APT 2",94114,"San Francisco","CA","1","1","530","1959","1,751,900","3400",NA,"UNKNOWN","500",37.752999,-122.44183
"696",121337922,"[""37.754188"",""-122.422035""]","33 Alvarado St # 2",94110,"San Francisco","CA","2","1","685","1978","1,167,700","3950",NA,"194790","500",37.754188,-122.422035
"697",2110503880,"[""37.753618"",""-122.431446""]","475 Alvarado St APT 2",94114,"San Francisco","CA","3","3","UNKNOWN","UNKNOWN","1,718,500","8200",NA,"UNKNOWN","500",37.753618,-122.431446
"698",69817808,"[""37.753776"",""-122.434646""]","600 Alvarado St APT 2",94114,"San Francisco","CA","2","1","694","1925","1,751,900","3995",NA,"190338","500""zpid""",37.753776,-122.434646
"699",15198656,"[""37.746114"",""-122.443764""]","6 Amber Dr # 21",94131,"San Francisco","CA","2","2","1052","1963","1,070,100","4500",NA,"642586","500""zpid""",37.746114,-122.443764
"700",15198655,"[""37.746114"",""-122.443764""]","2 Amber Dr # 19",94131,"San Francisco","CA","UNKNOWN","2","1405","1963","1,070,100","5300",NA,"89722","500""zpid""",37.746114,-122.443764
"701",15131431,"[""37.751542"",""-122.449764""]","7 Aquavista Way",94131,"San Francisco","CA","UNKNOWN","2","1272","1956","1,108,400","4150",NA,"85691","500""zpid""",37.751542,-122.449764
"702",15131450,"[""37.75134"",""-122.449373""]","8 Aquavista Way",94131,"San Francisco","CA","UNKNOWN","2","1305","1962","1,108,400","4300",NA,"239792","500""zpid""",37.75134,-122.449373
"703",15084283,"[""37.779978"",""-122.442003""]","2 Anzavista Ave",94115,"San Francisco","CA","3","3","2902","1949","UNKNOWN","9065",NA,"512639","500""zpid""",37.779978,-122.442003
"704",15131452,"[""37.751108"",""-122.449643""]","4 Aquavista Way",94131,"San Francisco","CA","2","1","888","1963","1,108,400","3995",NA,"559651","500""zpid""",37.751108,-122.449643
"705",15131430,"[""37.75163"",""-122.449745""]","9 Aquavista Way",94131,"San Francisco","CA","3","2","1826","1956","1,108,400","4630",NA,"677554","500""zpid""",37.75163,-122.449745
"706",15131432,"[""37.751457"",""-122.449785""]","5 Aquavista Way",94131,"San Francisco","CA","UNKNOWN","3","1619","1956","1,108,400","4600",NA,"367821","500""zpid""",37.751457,-122.449785
"707",15131451,"[""37.751235"",""-122.449442""]","6 Aquavista Way",94131,"San Francisco","CA","UNKNOWN","2","1258","1962","1,108,400","4300",NA,"750158","500""zpid""",37.751235,-122.449442
"708",15131433,"[""37.751339"",""-122.449828""]","1 Aquavista Way",94131,"San Francisco","CA","4","3","2546","1956","1,108,400","4500",NA,"291249","500""zpid""",37.751339,-122.449828
"709",15126625,"[""37.735685"",""-122.472255""]","9 Ardenwood Way",94132,"San Francisco","CA","3","2","1820","1933","1,551,600","4800",NA,"500075","500""zpid""",37.735685,-122.472255
"710",15126645,"[""37.735674"",""-122.472869""]","8 Ardenwood Way",94132,"San Francisco","CA","UNKNOWN","3","1536","1933","1,551,600","4795",NA,"87609","500""zpid""",37.735674,-122.472869
"711",15176768,"[""37.710594"",""-122.413236""]","2 Argonaut Ave",94134,"San Francisco","CA","UNKNOWN","2","1725","1962","690,400","4250",NA,"114900","500""zpid""",37.710594,-122.413236
"712",15157425,"[""37.732709"",""-122.397208""]","2 Apollo St",94124,"San Francisco","CA","UNKNOWN","1","1034","1943","720,300","3750",NA,"273222","500""zpid""",37.732709,-122.397208
"713",2101039231,"[""37.7528"",""-122.443""]","10 Argent Aly APT 9",94131,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,159,200","3100",NA,"UNKNOWN","500""zpid""",37.7528,-122.443
"714",2110245397,"[""37.779785"",""-122.441909""]","1 Anzavista Ave",94115,"San Francisco","CA","UNKNOWN","2","UNKNOWN","UNKNOWN","UNKNOWN","5500",NA,"UNKNOWN","500""zpid""",37.779785,-122.441909
"715",121339235,"[""37.752704"",""-122.443049""]","11 Argent Aly APT 1",94131,"San Francisco","CA","2","1","1150","1970","1,159,200","4000",NA,"218252","500""zpid""",37.752704,-122.443049
"716",121337620,"[""37.752704"",""-122.443049""]","11 Argent Aly APT 2",94131,"San Francisco","CA","1","1","566","1970","1,159,200","3300",NA,"102657","500""zpid""",37.752704,-122.443049
"717",121336771,"[""37.752704"",""-122.443049""]","11 Argent Aly APT 4",94131,"San Francisco","CA","2","1","795","1970","1,159,200","3850",NA,"147602","500",37.752704,-122.443049
"718",2099715392,"[""37.7528"",""-122.443""]","10 Argent Aly APT 4",94131,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,159,200","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.7528,-122.443
"719",121338514,"[""37.752704"",""-122.443049""]","11 Argent Aly APT 3",94131,"San Francisco","CA","2","1","946","1970","1,159,200","3995",NA,"739484","500",37.752704,-122.443049
"720",2109223186,"[""37.752704"",""-122.443049""]","11 Argent Aly APT 3",94131,"San Francisco","CA","2","2","UNKNOWN","1970","1,159,200","5100",NA,"UNKNOWN","500""zpid""",37.752704,-122.443049
"721",2102308147,"[""37.72025"",""-122.4831""]","350 Arballo Dr APT 3D",94132,"San Francisco","CA","2","2","1100","UNKNOWN","UNKNOWN","3785",NA,"UNKNOWN","500""zpid""",37.72025,-122.4831
"722",2115570805,"[""37.72081"",""-122.483966""]","310 Arballo Dr APT 1B",94132,"San Francisco","CA","2","2","1090","UNKNOWN","UNKNOWN","3785",NA,"UNKNOWN","500""zpid""",37.72081,-122.483966
"723",2121896388,"[""37.769638"",""-122.437446""]","51 1/2 Alpine Ter",94117,"San Francisco","CA","2","1","1000","UNKNOWN","1,470,700","4500",NA,"UNKNOWN","500""zpid""",37.769638,-122.437446
"724",2101743372,"[""37.72025"",""-122.4831""]","350 Arballo Dr APT 8C",94132,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","3100",NA,"UNKNOWN","500""zpid""",37.72025,-122.4831
"725",15084472,"[""37.780545"",""-122.458178""]","7 Almaden Ct",94118,"San Francisco","CA","2","1","1240","1937","1,419,600","5200",NA,"80504","500""zpid""",37.780545,-122.458178
"726",69817808,"[""37.753776"",""-122.434646""]","600 Alvarado St APT 2",94114,"San Francisco","CA","2","1","694","1925","1,751,900","3995",NA,"190338","500",37.753776,-122.434646
"727",121337922,"[""37.754188"",""-122.422035""]","33 Alvarado St # 2",94110,"San Francisco","CA","2","1","685","1978","1,167,700","3950",NA,"194790","500",37.754188,-122.422035
"728",2110503880,"[""37.753618"",""-122.431446""]","475 Alvarado St APT 2",94114,"San Francisco","CA","3","3","UNKNOWN","UNKNOWN","1,718,500","8200",NA,"UNKNOWN","500",37.753618,-122.431446
"729",2137974195,"[""37.752999"",""-122.44183""]","965 Alvarado St APT 2",94114,"San Francisco","CA","1","1","530","1959","1,751,900","3400",NA,"UNKNOWN","500""zpid""",37.752999,-122.44183
"730",69817807,"[""37.753776"",""-122.434646""]","600 Alvarado St APT 1",94114,"San Francisco","CA","2","1","1000","1925","1,751,900","4300",NA,"218917","500",37.753776,-122.434646
"731",121336584,"[""37.754188"",""-122.422035""]","33 Alvarado St # 1",94110,"San Francisco","CA","2","1","708","1978","1,167,700","3900",NA,"194790","500",37.754188,-122.422035
"732",2098869219,"[""37.753682"",""-122.436216""]","690 Alvarado St APT 1",94114,"San Francisco","CA","2","1","1000","1964","1,751,900","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.753682,-122.436216
"733",69817809,"[""37.753776"",""-122.43465""]","600 Alvarado St APT 3",94114,"San Francisco","CA","2","1","756","1925","1,751,900","4000",NA,"207333","500",37.753776,-122.43465
"734",121338813,"[""37.754188"",""-122.422035""]","33 Alvarado St # 3",94110,"San Francisco","CA","3","2","1608","1978","1,167,700","5999",NA,"1080962","500",37.754188,-122.422035
"735",2117033977,"[""37.754188"",""-122.422035""]","33 Alvarado St # 3",94110,"San Francisco","CA","3","2","UNKNOWN","UNKNOWN","1,167,700","5700",NA,"UNKNOWN","500",37.754188,-122.422035
"736",2130082230,"[""37.752898"",""-122.44185""]","965 Alvarado St APT 3",94114,"San Francisco","CA","1","1","660","1972","1,751,900","3495",NA,"UNKNOWN","500""zpid""",37.752898,-122.44185
"737",15198799,"[""37.746033"",""-122.44557""]","9 Amethyst Way",94131,"San Francisco","CA","UNKNOWN","1","1819","1962","1,070,100","5500",NA,"535781","500""zpid""",37.746033,-122.44557
"738",15198634,"[""37.746478"",""-122.445384""]","8 Amethyst Way",94131,"San Francisco","CA","3","2","1832","1962","1,070,100","5170",NA,"406275","500""zpid""",37.746478,-122.445384
"739",2102154802,"[""37.72096"",""-122.4831""]","310 Arballo Dr APT 6M",94132,"San Francisco","CA","1","1","800","UNKNOWN","UNKNOWN","2650",NA,"UNKNOWN","500",37.72096,-122.4831
"740",2103080742,"[""37.72096"",""-122.4831""]","310 Arballo Dr APT 6F",94132,"San Francisco","CA","1","1","800","UNKNOWN","UNKNOWN","2650",NA,"UNKNOWN","500""zpid""",37.72096,-122.4831
"741",69817810,"[""37.753776"",""-122.434646""]","600 Alvarado St APT 4",94114,"San Francisco","CA","3","2","1775","1925","1,751,900","7105",NA,"486857","500""zpid""",37.753776,-122.434646
"742",2107457422,"[""37.78035"",""-122.4546""]","740 Anza St APT 8",94118,"San Francisco","CA","2","1","1000","1959","1,419,600","4300",NA,"UNKNOWN","500""zpid""",37.78035,-122.4546
"743",2126765768,"[""37.777744"",""-122.488357""]","3735 Anza St APT 7",94121,"San Francisco","CA","5","UNKNOWN","UNKNOWN","UNKNOWN","1,480,400","5000",NA,"UNKNOWN","500""zpid""",37.777744,-122.488357
"744",2098081762,"[""37.777835"",""-122.495036""]","4340 Anza St APT 6",94121,"San Francisco","CA","0","1","600","UNKNOWN","1,187,700","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.777835,-122.495036
"745",15177239,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 201",94112,"San Francisco","CA","2","2","864","1999","757,400","3395",NA,"238072","500",37.716915,-122.440335
"746",15177240,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 202",94112,"San Francisco","CA","2","1","827","1999","757,400","3300",NA,"387184","500",37.716915,-122.440335
"747",15177241,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 203",94112,"San Francisco","CA","2","2","857","1999","757,400","3650",NA,"240408","500",37.716915,-122.440335
"748",15177242,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 204",94112,"San Francisco","CA","2","1","831","1999","757,400","3250",NA,"264731","500",37.716915,-122.440335
"749",15177243,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 205",94112,"San Francisco","CA","2","1","828","1999","757,400","3250",NA,"234632","500",37.716915,-122.440335
"750",15177244,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 206",94112,"San Francisco","CA","2","2","980","1999","757,400","3395",NA,"325824","500",37.716915,-122.440335
"751",15177245,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 207",94112,"San Francisco","CA","1","1","433","1999","757,400","2975",NA,"184122","500",37.716915,-122.440335
"752",15177246,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 208",94112,"San Francisco","CA","2","2","965","1999","757,400","3395",NA,"272372","500",37.716915,-122.440335
"753",15177247,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 301",94112,"San Francisco","CA","2","2","864","1999","757,400","3395",NA,"271724","500",37.716915,-122.440335
"754",15177248,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 302",94112,"San Francisco","CA","2","2","857","1999","757,400","3650",NA,"426231","500",37.716915,-122.440335
"755",15177249,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 303",94112,"San Francisco","CA","2","2","857","1999","757,400","3395",NA,"391624","500",37.716915,-122.440335
"756",15177250,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 305",94112,"San Francisco","CA","2","1","828","1999","757,400","3345",NA,"365160","500",37.716915,-122.440335
"757",15177251,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 306",94112,"San Francisco","CA","2","2","968","1999","757,400","3395",NA,"287732","500",37.716915,-122.440335
"758",15177252,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 308",94112,"San Francisco","CA","2","2","965","1999","757,400","3395",NA,"272385","500",37.716915,-122.440335
"759",52355641,"[""37.716915"",""-122.440335""]","2 Amazon Ave APT 304",94112,"San Francisco","CA","2","1","831","1999","757,400","3479",NA,"380366","500",37.716915,-122.440335
"760",80731080,"[""37.716915"",""-122.440322""]","2 Amazon Ave APT 307",94112,"San Francisco","CA","1","1","433","1999","757,400","2975",NA,"191879","500""zpid""",37.716915,-122.440322
"761",15157515,"[""37.732424"",""-122.396947""]","9 Apollo St",94124,"San Francisco","CA","3","1","987","1943","720,300","3800",NA,"545380","500""zpid""",37.732424,-122.396947
"762",15157426,"[""37.732647"",""-122.397281""]","6 Apollo St",94124,"San Francisco","CA","3","2","1284","1943","720,300","4000",NA,"290398","500""zpid""",37.732647,-122.397281
"763",15157469,"[""37.732478"",""-122.396872""]","1 Apollo St",94124,"San Francisco","CA","3","1","1010","1943","720,300","3850",NA,"226631","500""zpid""",37.732478,-122.396872
"764",15172615,"[""37.718312"",""-122.40375""]","1 Ankeny St",94134,"San Francisco","CA","2","2","1650","1972","690,400","4000",NA,"428760","500""zpid""",37.718312,-122.40375
"765",80739827,"[""37.744018"",""-122.424842""]","200 29th St UNIT 7",94131,"San Francisco","CA","3","2.5","2141","2004","1,751,900","6500",NA,"895364","500",37.744018,-122.424842
"766",2105072895,"[""37.743289"",""-122.429222""]","407 29th St APT 7",94131,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,751,900","3195",NA,"UNKNOWN","500""zpid""",37.743289,-122.429222
"767",2099243442,"[""37.76086"",""-122.4885""]","1414 30th Ave APT 2",94122,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,111,300","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.76086,-122.4885
"768",2102932308,"[""37.76086"",""-122.4885""]","1414 30th Ave APT 3",94122,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,111,300","2800",NA,"UNKNOWN","500",37.76086,-122.4885
"769",2115945977,"[""37.7802"",""-122.490333""]","491 30th Ave APT 3",94121,"San Francisco","CA","2","1","1300","UNKNOWN","1,480,400","3699",NA,"UNKNOWN","500""zpid""",37.7802,-122.490333
"770",80744553,"[""37.744019"",""-122.424828""]","200 29th St UNIT 6",94131,"San Francisco","CA","3","2","2067","2004","1,751,900","6495",NA,"864940","500""zpid""",37.744019,-122.424828
"771",2128715323,"[""37.780561"",""-122.48657""]","474 27th Ave APT 7",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2995",NA,"UNKNOWN","500""zpid""",37.780561,-122.48657
"772",83152832,"[""37.743552"",""-122.42501""]","215 1/2 29th St",94131,"San Francisco","CA","1","1","990","1900","1,751,900","3950",NA,"241904","500""zpid""",37.743552,-122.42501
"773",2125703468,"[""37.742816"",""-122.486602""]","2395 29th Ave APT 6",94116,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,094,000","2875",NA,"UNKNOWN","500""zpid""",37.742816,-122.486602
"774",15093692,"[""37.779194"",""-122.489387""]","533 29th Ave # 1",94121,"San Francisco","CA","9","6","5217","1988","1,480,400","7000",NA,"963487","500""zpid""",37.779194,-122.489387
"775",2126454873,"[""37.742816"",""-122.486602""]","2395 29th Ave APT 5",94116,"San Francisco","CA","UNKNOWN","1","UNKNOWN","UNKNOWN","1,094,000","2450",NA,"UNKNOWN","500""zpid""",37.742816,-122.486602
"776",2100540497,"[""37.74563"",""-122.4258""]","150 28th St APT 5",94131,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","3495",NA,"UNKNOWN","500""zpid""",37.74563,-122.4258
"777",121337545,"[""37.745616"",""-122.425537""]","138 28th St APT 4",94131,"San Francisco","CA","1","1","613","1950","1,751,900","3600",NA,"402216","500",37.745616,-122.425537
"778",125271770,"[""37.745769"",""-122.42324""]","40 28th St APT 4",94110,"San Francisco","CA","1","1","623","1938","1,751,900","3500",NA,"391643","500",37.745769,-122.42324
"779",2099579488,"[""37.74577"",""-122.4232""]","40 28th St APT 4",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","UNKNOWN",NA,"UNKNOWN","500",37.74577,-122.4232
"780",2101725175,"[""37.74563"",""-122.4258""]","150 28th St APT 4",94131,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,751,900","3495",NA,"UNKNOWN","500",37.74563,-122.4258
"781",2127263302,"[""37.74547"",""-122.42569""]","138 28th St APT 4",94131,"San Francisco","CA","1","1","UNKNOWN","1950","1,751,900","5500",NA,"UNKNOWN","500""zpid""",37.74547,-122.42569
"782",2113936541,"[""37.780249"",""-122.486961""]","495 27th Ave APT 9",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2995",NA,"UNKNOWN","500""zpid""",37.780249,-122.486961
"783",2128715324,"[""37.780559"",""-122.486572""]","474 27th Ave APT 4",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2995",NA,"UNKNOWN","500""zpid""",37.780559,-122.486572
"784",124904445,"[""37.749048"",""-122.419006""]","3418 26th St APT 9",94110,"San Francisco","CA","2","2","753","2014","1,167,700","4100",NA,"460643","500""zpid""",37.749048,-122.419006
"785",15088577,"[""37.789613"",""-122.486209""]","9 25th Ave",94121,"San Francisco","CA","UNKNOWN","5","6729","1941","4,400,200","36500",NA,"3742772","500""zpid""",37.789613,-122.486209
"786",2115652447,"[""37.76083"",""-122.5046""]","1386 45th Ave APT 4",94122,"San Francisco","CA","1","1","650","UNKNOWN","1,030,300","3000",NA,"UNKNOWN","500""zpid""",37.76083,-122.5046
"787",15182107,"[""37.74682"",""-122.43229""]","536 27th St # 1",94131,"San Francisco","CA","2","1","822","1979","1,751,900","4188",NA,"383640","500",37.74682,-122.43229
