"","zpid","latlon","street","zipcode","city","state","bedrooms","bathrooms","finishedSqFt","yearBuilt","price","rent","tax.year","tax","hoa","lat","lon"
"293",2117885209,"[""37.776611"",""-122.481521""]","595 22nd Ave APT 1",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","3250",NA,"UNKNOWN","500",37.776611,-122.481521
"294",2125712500,"[""37.78096"",""-122.4819""]","363 22nd Ave APT 1",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","5390",NA,"UNKNOWN","500",37.78096,-122.4819
"295",2136379830,"[""37.780735"",""-122.481231""]","380 22nd Ave UNIT 1",94121,"San Francisco","CA","4","2.5","1962","1994","1,480,400","4950",NA,"UNKNOWN","500""zpid""",37.780735,-122.481231
"296",15144246,"[""37.761499"",""-122.428927""]","3818 18th St # 3",94114,"San Francisco","CA","3","2","2046","1992","1,718,500","7000",NA,"575255","500",37.761499,-122.428927
"297",53734589,"[""37.76129"",""-122.4246""]","3637 18th St APT 3",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1592","UNKNOWN","1,167,700","5000",NA,"413052","500",37.76129,-122.4246
"298",59779955,"[""37.762136"",""-122.408479""]","2600 18th St STE 3",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1300","1999","1,167,700","4500",NA,"645908","500",37.762136,-122.408479
"299",79846541,"[""37.762561"",""-122.394157""]","1125 18th St APT 3",94107,"San Francisco","CA","3","2","1114","1914","1,264,000","4800",NA,"830613","500",37.762561,-122.394157
"300",80735366,"[""37.762378"",""-122.413391""]","3118 18th St APT 3",94110,"San Francisco","CA","1","1.5","966","1998","1,167,700","3995",NA,"609642","500",37.762378,-122.413391
"301",119685258,"[""37.760822"",""-122.432045""]","3967 18th St APT 3",94114,"San Francisco","CA","1","1","646","1923","1,718,500","3500",NA,"568516","500",37.760822,-122.432045
"302",2099094439,"[""37.76192"",""-122.4185""]","3352 18th St APT 3",94110,"San Francisco","CA","2","1","875","UNKNOWN","1,167,700","UNKNOWN",NA,"UNKNOWN","500",37.76192,-122.4185
"303",2118727955,"[""37.761871"",""-122.422531""]","3538 18th St APT 3",94110,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,167,700","2995",NA,"UNKNOWN","500",37.761871,-122.422531
"304",2122255891,"[""37.761779"",""-122.421092""]","3476 18th St APT 3",94110,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,167,700","2175",NA,"UNKNOWN","500",37.761779,-122.421092
"305",2124792601,"[""37.761947"",""-122.404899""]","2245 18th St APT 3",94107,"San Francisco","CA","2","1","1028","1956","1,264,000","4500",NA,"UNKNOWN","500",37.761947,-122.404899
"306",2125355997,"[""37.761976"",""-122.420447""]","3444 18th St APT 3",94110,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,167,700","4400",NA,"UNKNOWN","500""zpid""",37.761976,-122.420447
"307",15126547,"[""37.73601"",""-122.474075""]","2790 19th Ave UNIT 8",94132,"San Francisco","CA","UNKNOWN","2","1745","1979","1,551,600","4500",NA,"438212","500""zpid""",37.73601,-122.474075
"308",15089124,"[""37.78681"",""-122.479088""]","1 19th Ave",94121,"San Francisco","CA","3","3","4383","1924","2,202,400","16135",NA,"2472850","500""zpid""",37.78681,-122.479088
"309",15143331,"[""37.766146"",""-122.425237""]","1851 15th St APT 7",94103,"San Francisco","CA","UNKNOWN","1","620","1983","1,167,700","4001",NA,"131355","500",37.766146,-122.425237
"310",53153411,"[""37.766004"",""-122.424871""]","1821 15th St # 7",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","1023","2000","1,167,700","4495",NA,"666252","500""zpid""",37.766004,-122.424871
"311",15102039,"[""37.764336"",""-122.475361""]","1263 17th Ave APT 2",94122,"San Francisco","CA","3","3","1394","1997","1,348,400","4750",NA,"426861","500",37.764336,-122.475361
"312",15105661,"[""37.761168"",""-122.474482""]","1430 17th Ave # 2",94122,"San Francisco","CA","2","2","1050","1991","1,348,400","4000",NA,"298122","500",37.761168,-122.474482
"313",63196986,"[""37.783811"",""-122.476077""]","226 17th Ave APT 2",94121,"San Francisco","CA","3","2","1575","2004","1,480,400","4650",NA,"595069","500",37.783811,-122.476077
"314",96036407,"[""37.776927"",""-122.476081""]","591 17th Ave # 2",94121,"San Francisco","CA","2","1","1211","1923","1,480,400","4250",NA,"262212","500",37.776927,-122.476081
"315",2098692267,"[""37.76509"",""-122.47541""]","1215 17th Ave # 2",94122,"San Francisco","CA","3","2","1346","2000","1,348,400","UNKNOWN",NA,"UNKNOWN","500",37.76509,-122.47541
"316",2104489098,"[""37.76399"",""-122.4748""]","1288 17th Ave APT 2",94122,"San Francisco","CA","1","1","UNKNOWN","1939","1,348,400","2995",NA,"UNKNOWN","500",37.76399,-122.4748
"317",2105968051,"[""37.764747"",""-122.475387""]","1239 17th Ave APT 2",94122,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,348,400","4300",NA,"UNKNOWN","500",37.764747,-122.475387
"318",2121716675,"[""37.783607"",""-122.476066""]","234 17th Ave APT 2",94121,"San Francisco","CA","1","2","UNKNOWN","UNKNOWN","1,480,400","3345",NA,"UNKNOWN","500""zpid""",37.783607,-122.476066
"319",15143328,"[""37.764984"",""-122.425208""]","3250 16th St APT 7",94103,"San Francisco","CA","2","1","985","1983","1,167,700","4000",NA,"146846","500",37.764984,-122.425208
"320",80734874,"[""37.766197"",""-122.39656""]","999 16th St APT 7",94107,"San Francisco","CA","2","2.5","1760","1998","1,264,000","4800",NA,"644704","500""zpid""",37.766197,-122.39656
"321",63197249,"[""37.756035"",""-122.4125""]","2900 22nd St APT 8",94110,"San Francisco","CA","2","2","1111","2003","1,167,700","4562",NA,"628942","500",37.756035,-122.4125
"322",2123884522,"[""37.755113"",""-122.42349""]","3415 22nd St APT 8",94110,"San Francisco","CA","UNKNOWN","1","400","UNKNOWN","1,167,700","2695",NA,"UNKNOWN","500""zpid""",37.755113,-122.42349
"323",2101729839,"[""37.78453"",""-122.4815""]","174 22nd Ave APT 2",94121,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","2,202,400","3000",NA,"UNKNOWN","500",37.78453,-122.4815
"324",2126733854,"[""37.77298"",""-122.4808""]","790 22nd Ave APT 2",94121,"San Francisco","CA","0","1","538","UNKNOWN","1,480,400","2990",NA,"UNKNOWN","500""zpid""",37.77298,-122.4808
"325",2099937730,"[""37.75663"",""-122.4216""]","3321 21st St APT 8",94110,"San Francisco","CA","0","1","350","UNKNOWN","1,167,700","UNKNOWN",NA,"UNKNOWN","500",37.75663,-122.4216
"326",2111217558,"[""37.757198"",""-122.411804""]","2875 21st St APT 8",94110,"San Francisco","CA","1","1","1025","1999","1,167,700","4200",NA,"UNKNOWN","500""zpid""",37.757198,-122.411804
"327",64969372,"[""37.75737"",""-122.4016""]","2036 22nd St # 3",94107,"San Francisco","CA","1","1","584","1906","1,264,000","3695",NA,"189704","500",37.75737,-122.4016
"328",64972444,"[""37.755012"",""-122.42168""]","3321 22nd St # 3",94110,"San Francisco","CA","3","2","1420","1990","1,167,700","4350",NA,"327400","500",37.755012,-122.42168
"329",67091640,"[""37.756034"",""-122.41249""]","2900 22nd St APT 3",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","966","2003","1,167,700","4400",NA,"644813","500",37.756034,-122.41249
"330",96035099,"[""37.755359"",""-122.416275""]","3089 22nd St # 3",94110,"San Francisco","CA","2","2","1399","2010","1,167,700","5700",NA,"910878","500",37.755359,-122.416275
"331",2099809439,"[""37.75527"",""-122.4251""]","3488 22nd St APT 3",94110,"San Francisco","CA","0","1","500","1929","1,167,700","UNKNOWN",NA,"UNKNOWN","500",37.75527,-122.4251
"332",2101536041,"[""37.7561"",""-122.411""]","2830 22nd St # 3",94110,"San Francisco","CA","2","1.5","UNKNOWN","1900","1,167,700","4000",NA,"UNKNOWN","500",37.7561,-122.411
"333",2116169670,"[""37.755443"",""-122.41497""]","3027 22nd St APT 3",94110,"San Francisco","CA","5","1.5","1900","UNKNOWN","1,167,700","6880",NA,"UNKNOWN","500""zpid""",37.755443,-122.41497
"334",15091996,"[""37.781322"",""-122.481926""]","343 22nd Ave APT 4",94121,"San Francisco","CA","UNKNOWN","4","3860","1967","1,480,400","5500",NA,"203950","500",37.781322,-122.481926
"335",2097546915,"[""37.753762"",""-122.479378""]","1814 22nd Ave APT 4",94122,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,111,300","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.753762,-122.479378
"336",2112448864,"[""37.75679"",""-122.427032""]","3560 21st St APT 7",94114,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,718,500","3195",NA,"UNKNOWN","500",37.75679,-122.427032
"337",2146968108,"[""37.7572"",""-122.411806""]","2875 21st St APT 7",94110,"San Francisco","CA","1","1.5","UNKNOWN","UNKNOWN","1,167,700","4000",NA,"UNKNOWN","500""zpid""",37.7572,-122.411806
"338",2100606804,"[""37.77298"",""-122.4808""]","790 22nd Ave APT 5",94121,"San Francisco","CA","1","1","950","UNKNOWN","1,480,400","3950",NA,"UNKNOWN","500",37.77298,-122.4808
"339",2114976582,"[""37.779628"",""-122.48114""]","426 22nd Ave APT 5",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2900",NA,"UNKNOWN","500""zpid""",37.779628,-122.48114
"340",15143330,"[""37.766146"",""-122.425237""]","1851 15th St APT 9",94103,"San Francisco","CA","2","1","1053","1983","1,167,700","4150",NA,"637510","500",37.766146,-122.425237
"341",53153413,"[""37.766004"",""-122.424871""]","1821 15th St # 9",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","1145","UNKNOWN","1,167,700","4595",NA,"792878","500""zpid""",37.766004,-122.424871
"342",15089140,"[""37.786772"",""-122.477903""]","1 18th Ave",94121,"San Francisco","CA","5","3.5","5083","1912","2,202,400","17821",NA,"1422521","500""zpid""",37.786772,-122.477903
"343",2105348464,"[""37.756618"",""-122.421623""]","3321 21st St APT 4",94110,"San Francisco","CA","0","1","300","UNKNOWN","1,167,700","2390",NA,"UNKNOWN","500",37.756618,-122.421623
"344",2123491133,"[""37.756606"",""-122.425244""]","3487 21st St APT 4",94110,"San Francisco","CA","2","1","900","UNKNOWN","1,167,700","4300",NA,"UNKNOWN","500""zpid""",37.756606,-122.425244
"345",2101653435,"[""37.774337"",""-122.474304""]","724 16th Ave APT 5",94118,"San Francisco","CA","2","2","UNKNOWN","1922","1,480,400","5000",NA,"UNKNOWN","500""zpid""",37.774337,-122.474304
"346",15089198,"[""37.786774"",""-122.475219""]","8 16th Ave",94118,"San Francisco","CA","3","3.5","3200","1910","2,202,400","13281",NA,"2285283","500""zpid""",37.786774,-122.475219
"347",15090247,"[""37.784373"",""-122.479848""]","195 20th Ave APT 3",94121,"San Francisco","CA","1","1","652","1993","2,202,400","3400",NA,"314854","500",37.784373,-122.479848
"348",15094004,"[""37.779322"",""-122.478975""]","450 20th Ave # 3",94121,"San Francisco","CA","2","1","4090","1979","1,480,400","5500",NA,"628194","500",37.779322,-122.478975
"349",69819034,"[""37.779458"",""-122.478984""]","442 20th Ave APT 3",94121,"San Francisco","CA","2","2","984","2005","1,480,400","4400",NA,"666252","500",37.779458,-122.478984
"350",69819968,"[""37.781215"",""-122.479766""]","355 20th Ave # 3",94121,"San Francisco","CA","3","3","1215","2005","1,480,400","4500",NA,"764324","500",37.781215,-122.479766
"351",124861663,"[""37.781379"",""-122.479118""]","348 20th Ave APT 3",94121,"San Francisco","CA","3","3","1173","1975","1,480,400","4500",NA,"226280","500",37.781379,-122.479118
"352",2116822768,"[""37.781009"",""-122.479751""]","367 20th Ave APT 3",94121,"San Francisco","CA","3","2.5","UNKNOWN","UNKNOWN","1,480,400","4500",NA,"UNKNOWN","500",37.781009,-122.479751
"353",2118108558,"[""37.764499"",""-122.477935""]","1246 20th Ave APT 3",94122,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,111,300","3400",NA,"UNKNOWN","500""zpid""",37.764499,-122.477935
"354",15143324,"[""37.766146"",""-122.425237""]","1851 15th St APT 4",94103,"San Francisco","CA","1","1","620","1983","1,167,700","3500",NA,"114265","500",37.766146,-122.425237
"355",15148791,"[""37.76783"",""-122.40432""]","320-380 15TH St #4",94103,"SAN FRANCISCO","CA","UNKNOWN","1","2225","1983","957,300","6400",NA,"1224261","500",37.76783,-122.40432
"356",64947393,"[""37.766025"",""-122.424858""]","1821 15th St APT 4",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","1445","2000","1,167,700","4995",NA,"938074","500",37.766025,-122.424858
"357",111929768,"[""37.766075"",""-122.43708""]","2408 15th St APT 4",94114,"San Francisco","CA","1","1","723","1911","1,449,300","3950",NA,"486092","500",37.766075,-122.43708
"358",2098293741,"[""37.766282"",""-122.438017""]","2480 15th St APT 4",94114,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,449,300","UNKNOWN",NA,"UNKNOWN","500",37.766282,-122.438017
"359",2130794134,"[""37.766327"",""-122.424755""]","1829 15th St APT 4",94103,"San Francisco","CA","3","3","1543","2000","1,167,700","5825",NA,"UNKNOWN","500""zpid""",37.766327,-122.424755
"360",67394454,"[""37.756034"",""-122.41249""]","2900 22nd St APT 4",94110,"San Francisco","CA","1","2","882","2003","1,167,700","3950",NA,"442388","500",37.756034,-122.41249
"361",2115624981,"[""37.757762"",""-122.38861""]","711 22nd St APT 4",94107,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,124,600","3195",NA,"UNKNOWN","500",37.757762,-122.38861
"362",2120966662,"[""37.7551"",""-122.4283""]","3618 22nd St APT 4",94114,"San Francisco","CA","2","1","860","UNKNOWN","1,718,500","4195",NA,"UNKNOWN","500""zpid""",37.7551,-122.4283
"363",89237211,"[""37.770378"",""-122.400993""]","888 7th St # L03",94107,"San Francisco","CA","3","2","1239","2007","957,300","4500",NA,"350876","500""zpid""",37.770378,-122.400993
"364",15143321,"[""37.764984"",""-122.425208""]","3250 16th St APT 5",94103,"San Francisco","CA","1","1","741","1983","1,167,700","3500",NA,"141488","500",37.764984,-122.425208
"365",15143327,"[""37.764979"",""-122.425445""]","3256 16th St APT 5",94103,"San Francisco","CA","1","1","753","1983","1,167,700","3495",NA,"130557","500",37.764979,-122.425445
"366",80746000,"[""37.766197"",""-122.39656""]","999 16th St APT 5",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","1760","1998","1,264,000","4899",NA,"863586","500",37.766197,-122.39656
"367",2110772931,"[""37.76506"",""-122.4236""]","3178 16th St APT 5",94103,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,167,700","4995",NA,"UNKNOWN","500",37.76506,-122.4236
"368",2137459795,"[""37.764826"",""-122.427038""]","3322 16th St APT 5",94114,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,167,700","4499",NA,"UNKNOWN","500""zpid""",37.764826,-122.427038
"369",15127150,"[""37.764251"",""-122.435813""]","3716 16th St # 1",94114,"San Francisco","CA","2","1","1130","1964","1,449,300","4500",NA,"704966","500",37.764251,-122.435813
"370",15143311,"[""37.764979"",""-122.425445""]","3256 16th St APT 1",94103,"San Francisco","CA","UNKNOWN","1","753","1983","1,167,700","3495",NA,"159050","500",37.764979,-122.425445
"371",15143314,"[""37.764984"",""-122.425208""]","3250 16th St APT 1",94103,"San Francisco","CA","UNKNOWN","1","541","1983","1,167,700","3995",NA,"433946","500",37.764984,-122.425208
"372",59700372,"[""37.764695"",""-122.429565""]","3440 16th St # 1",94114,"San Francisco","CA","4","3","1820","2000","1,718,500","6700",NA,"1139556","500",37.764695,-122.429565
"373",64971529,"[""37.764211"",""-122.429793""]","3425 16th St # 1",94114,"San Francisco","CA","2","1","904","1880","1,718,500","4250",NA,"870624","500",37.764211,-122.429793
"374",80733647,"[""37.766195"",""-122.39656""]","999 16th St APT 1",94107,"San Francisco","CA","2","3","1481","1998","1,264,000","4950",NA,"998000","500",37.766195,-122.39656
"375",119685331,"[""37.764476"",""-122.433601""]","3608 16th St APT 1",94114,"San Francisco","CA","3","2","1542","1920","UNKNOWN","5999",NA,"906510","500",37.764476,-122.433601
"376",2097440383,"[""37.765063"",""-122.42355""]","3178 16th St APT 1",94103,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,167,700","UNKNOWN",NA,"UNKNOWN","500",37.765063,-122.42355
"377",2103883451,"[""37.764659"",""-122.424499""]","3227 16th St APT 1",94103,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,167,700","3650",NA,"UNKNOWN","500""zpid""",37.764659,-122.424499
"378",2103010820,"[""37.77298"",""-122.4808""]","790 22nd Ave APT 9",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2865",NA,"UNKNOWN","500""zpid""",37.77298,-122.4808
"379",59779539,"[""37.777921"",""-122.472994""]","539 14th Ave APT 2",94118,"San Francisco","CA","2","1","1150","1922","1,480,400","4150",NA,"689544","500",37.777921,-122.472994
"380",2106976252,"[""37.78466"",""-122.4733""]","195 14th Ave APT 2",94118,"San Francisco","CA","2","1","900","UNKNOWN","2,202,400","3950",NA,"UNKNOWN","500""zpid""",37.78466,-122.4733
"381",15145710,"[""37.757173"",""-122.420028""]","3248 21st St # 2",94110,"San Francisco","CA","3","2","1438","1997","1,167,700","5825",NA,"668390","500",37.757173,-122.420028
"382",15145713,"[""37.757177"",""-122.419944""]","3246 21st St # 2",94110,"San Francisco","CA","3","3","1434","1997","1,167,700","6250",NA,"680862","500",37.757177,-122.419944
"383",15145716,"[""37.757167"",""-122.420112""]","3250 21st St # 2",94110,"San Francisco","CA","3","3","1442","1997","1,167,700","6012",NA,"352326","500",37.757167,-122.420112
"384",2103257227,"[""37.7551"",""-122.439491""]","4317 21st St APT 2",94114,"San Francisco","CA","1","1","UNKNOWN","1962","1,718,500","3600",NA,"UNKNOWN","500""zpid""",37.7551,-122.439491
"385",15093946,"[""37.778801"",""-122.481087""]","476 22nd Ave # 3",94121,"San Francisco","CA","7","4","3464","1981","1,480,400","4900",NA,"692258","500",37.778801,-122.481087
"386",2100819581,"[""37.77927"",""-122.4818""]","447 22nd Ave APT 3",94121,"San Francisco","CA","3","2","UNKNOWN","UNKNOWN","1,480,400","4500",NA,"UNKNOWN","500",37.77927,-122.4818
"387",2117664072,"[""37.780963"",""-122.481933""]","363 22nd Ave APT 3",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,480,400","3250",NA,"UNKNOWN","500",37.780963,-122.481933
"388",2128169717,"[""37.778732"",""-122.481079""]","480 22nd Ave APT 3",94121,"San Francisco","CA","4","3","2100","UNKNOWN","1,480,400","5680",NA,"UNKNOWN","500""zpid""",37.778732,-122.481079
"389",15143323,"[""37.766146"",""-122.425237""]","1851 15th St APT 6",94103,"San Francisco","CA","2","1","1053","1983","1,167,700","4200",NA,"633673","500",37.766146,-122.425237
"390",40372173,"[""37.766004"",""-122.424871""]","1821 15th St # 6",94103,"San Francisco","CA","UNKNOWN","UNKNOWN","1450","2000","1,167,700","4600",NA,"304103","500",37.766004,-122.424871
"391",2116169768,"[""37.765861"",""-122.429496""]","2035 15th St APT 6",94114,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,718,500","3199",NA,"UNKNOWN","500",37.765861,-122.429496
"392",2128756548,"[""37.765583"",""-122.435768""]","2301 15th St APT 6",94114,"San Francisco","CA","UNKNOWN","1","UNKNOWN","UNKNOWN","1,449,300","2706",NA,"UNKNOWN","500""zpid""",37.765583,-122.435768
"393",15142991,"[""37.766121"",""-122.432816""]","2180 15th St # 3",94114,"San Francisco","CA","2","2","1121","1996","UNKNOWN","5100",NA,"948742","500",37.766121,-122.432816
"394",15143315,"[""37.766146"",""-122.425237""]","1851 15th St APT 3",94103,"San Francisco","CA","UNKNOWN","1","1053","1983","1,167,700","4150",NA,"202823","500",37.766146,-122.425237
"395",53153409,"[""37.766004"",""-122.424871""]","1821 15th St APT 3",94103,"San Francisco","CA","2","2","1010","2000","1,167,700","4895",NA,"873235","500",37.766004,-122.424871
"396",111923328,"[""37.766075"",""-122.43708""]","2408 15th St APT 3",94114,"San Francisco","CA","UNKNOWN","1","550","1911","1,449,300","4195",NA,"116728","500",37.766075,-122.43708
"397",2105387998,"[""37.765861"",""-122.429489""]","2035 15th St APT 3",94114,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,718,500","3199",NA,"UNKNOWN","500",37.765861,-122.429489
"398",2128458292,"[""37.766025"",""-122.424858""]","1823 15th St APT 3",94103,"San Francisco","CA","2","2","1023","2000","1,167,700","4400",NA,"UNKNOWN","500",37.766025,-122.424858
"399",2130035717,"[""37.766026"",""-122.437227""]","2408 15th St APT 3",94114,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,449,300","5500",NA,"UNKNOWN","500""zpid""",37.766026,-122.437227
"400",2127626171,"[""37.776613"",""-122.481522""]","595 22nd Ave APT 7",94121,"San Francisco","CA","1","1","500","UNKNOWN","1,480,400","2875",NA,"UNKNOWN","500""zpid""",37.776613,-122.481522
"401",2101729829,"[""37.78453"",""-122.4815""]","174 22nd Ave APT 6",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","2,202,400","3800",NA,"UNKNOWN","500""zpid""",37.78453,-122.4815
"402",64971464,"[""37.786991"",""-122.474068""]","4 15th Ave",94118,"San Francisco","CA","3","2","1900","1940","2,202,400","5170",NA,"352717","500""zpid""",37.786991,-122.474068
"403",2110554511,"[""37.7572"",""-122.411805""]","2875 21st St APT 9",94110,"San Francisco","CA","1","1.5","1027","1999","1,167,700","4200",NA,"UNKNOWN","500""zpid""",37.7572,-122.411805
